,utterance_id,noise_samples_beginning_16k,noise_sample_end_16k,target_speaker1_snr_db,time_duration
3911,207a0107_1.0944_20ua010t_-1.0944.wav,8504,18574,1.8269913696731388,7.772375
3912,401a010d_1.214_40mc020j_-1.214.wav,16788,16055,1.835370860841233,12.1389375
3913,01pa010z_1.118_40go030r_-1.118.wav,8069,3252,4.180146019890909,8.8649375
3914,20ao010o_2.0382_407a010a_-2.0382.wav,30634,23420,2.7771931275043915,10.698375
3915,209a010g_0.006103_20ia0106_-0.006103.wav,10554,12620,3.0966280665051453,6.528375
3916,01ea0102_0.7397_01ma010h_-0.7397.wav,1204,18305,-2.8593844131959187,6.992
3917,20jc0107_0.62901_40ac020q_-0.62901.wav,8680,443,3.195786786331292,11.7301875
3918,40kc020b_2.1101_01do031f_-2.1101.wav,18038,15500,-1.6404609507076808,12.4698125
3919,205a0112_0.35646_208c010k_-0.35646.wav,5799,16817,5.9708240592702335,11.7135
3920,20ca010w_1.7928_20jc0104_-1.7928.wav,11786,17041,-1.079032123150144,7.2616875
3921,40do0302_0.59538_01lc0217_-0.59538.wav,11083,2766,5.648607778367129,10.74975
3922,40bo030p_0.82411_20fa010x_-0.82411.wav,9263,9992,-1.5888035142684398,11.0776875
3923,40co030t_0.72417_40ba010u_-0.72417.wav,28653,12338,5.240281405318262,8.0321875
3924,208a010m_0.33566_01mo030y_-0.33566.wav,29269,24468,-1.3097624454634758,8.2488125
3925,026o030b_1.4474_01nc020f_-1.4474.wav,14536,30625,4.349712710537508,8.6015
3926,01ec020h_0.92641_20na010l_-0.92641.wav,27298,8209,5.794806449738083,7.2391875
3927,02bo0319_1.9733_023o0309_-1.9733.wav,15308,11815,0.460935900367267,10.039625
3928,206o010m_1.7106_01ma010k_-1.7106.wav,6745,16328,2.4381425109693176,15.6420625
3929,01ia010e_1.0383_40mc020u_-1.0383.wav,5416,1716,-1.7047366566497062,5.9840625
3930,20sa010o_0.4829_021a010s_-0.4829.wav,3026,8136,-0.5430245849778754,6.5811875
3931,012a0101_0.13277_02ao0319_-0.13277.wav,9845,26664,3.4923810296349203,12.1730625
3932,025c0212_1.7906_01wa010u_-1.7906.wav,18233,24781,-0.6285698266538926,8.5245625
3933,01ka0113_1.8925_20ta0104_-1.8925.wav,12779,24106,-2.042707401852925,8.50725
3934,026c0218_0.20914_01oa010l_-0.20914.wav,13581,5964,-0.5699645815655017,8.377875
3935,01jo031a_1.3155_027o030w_-1.3155.wav,8282,4385,4.383673130907061,9.088625
3936,01qc0209_0.91961_02ac0204_-0.91961.wav,7751,1677,3.67442420196325,21.723875
3937,01ga0109_2.1251_01pa010n_-2.1251.wav,7578,12145,-1.5854116748607034,6.8758125
3938,01ro030w_0.69311_20mo0103_-0.69311.wav,15372,9574,-0.4548648481643189,5.9081875
3939,401o030r_1.4124_01xc020u_-1.4124.wav,21150,15761,3.666581742094454,16.4885625
3940,40ca010d_2.3075_019o0302_-2.3075.wav,430,27828,-1.8232464386867944,12.439375
3941,02ea010q_0.64955_407a010x_-0.64955.wav,10353,30115,-2.548235127942089,9.2869375
3942,028c020e_0.12146_401a0112_-0.12146.wav,29662,6031,0.0241482220933986,8.481625
3943,02ec020b_0.54396_20io0105_-0.54396.wav,6775,8097,4.646179795121596,14.4095
3944,029a0105_1.8121_019a010k_-1.8121.wav,14461,12358,1.6636954537703224,8.251
3945,01xa0105_1.5035_01do0317_-1.5035.wav,2916,57,-0.2241406585201075,5.5360625
3946,023c020b_2.4841_01io0311_-2.4841.wav,29383,11301,0.6906980384856531,11.6088125
3947,40ao0305_0.78346_024c020l_-0.78346.wav,10895,10501,-2.655143488910096,7.041125
3948,209a0108_1.908_026o0317_-1.908.wav,15820,13476,-1.504723351632331,11.829
3949,20ja010w_0.099356_408o030t_-0.099356.wav,17099,216,0.5892790467550939,6.8021875
3950,01ga010l_1.246_40no0305_-1.246.wav,25798,24671,5.046965300216103,11.4749375
3951,025o031c_1.4113_02bo030f_-1.4113.wav,12690,28952,1.7007859658881577,19.311
3952,018o0310_1.6687_20ko0106_-1.6687.wav,22650,24502,3.9964760390741256,15.927
3953,026c020e_0.98213_406o0308_-0.98213.wav,21900,29607,-0.6534799204892909,9.3625
3954,40no030s_2.2786_20ta010j_-2.2786.wav,16858,8601,-0.8526004224798709,6.7111875
3955,40go0308_2.4503_025o031e_-2.4503.wav,13120,5536,-1.5881772809044978,17.530875
3956,01cc0219_2.4348_017a010q_-2.4348.wav,19555,22706,-0.8694564723589631,12.64475
3957,403a0114_1.5437_20no010m_-1.5437.wav,29934,8390,3.345310289642711,10.21525
3958,01so0304_1.1092_01ya0101_-1.1092.wav,2191,28879,-0.2425055838692653,15.40325
3959,20eo010n_0.011557_20bo010a_-0.011557.wav,27023,4350,4.692604918728931,13.7208125
3960,01ko030n_1.0121_01ga010j_-1.0121.wav,9953,4811,-2.82114424735403,12.2976875
3961,20nc010j_1.9802_20qo010k_-1.9802.wav,30074,11204,3.4148688624714687,14.879875
3962,20lc010c_0.99226_40mc0213_-0.99226.wav,21634,24537,-2.9650088669191725,11.5256875
3963,01za010p_1.1012_015o0313_-1.1012.wav,23136,24197,-0.6933771120038603,9.396875
3964,20vc010f_0.011372_016c0203_-0.011372.wav,25404,13202,3.457870434633409,5.6064375
3965,018c020u_0.18041_20ta010f_-0.18041.wav,1608,5637,1.0957549254870544,7.1558125
3966,401o0301_0.54111_01ea0104_-0.54111.wav,24875,27893,-1.7622866868613636,17.488125
3967,40po031b_1.8141_018c0209_-1.8141.wav,12371,8467,5.429300107023448,10.7491875
3968,01yc020w_0.92405_01ta010l_-0.92405.wav,28613,23795,0.1035545980807355,8.6705625
3969,20va010w_1.406_40mc020y_-1.406.wav,1283,25798,1.8273615054802408,6.9725625
3970,20no010d_2.1384_207a0112_-2.1384.wav,26662,1106,-1.153553804086126,18.6955
3971,20ta0106_0.36334_015c020n_-0.36334.wav,18220,26064,2.3304827982126906,12.369
3972,01jo030o_1.8139_01sc0205_-1.8139.wav,4087,23504,3.67719131160397,9.962125
3973,40dc020u_1.8696_20ac010b_-1.8696.wav,16007,11712,4.35939659731342,10.3498125
3974,20do010l_1.4938_20ra0114_-1.4938.wav,9965,5818,-2.437182664988156,10.1464375
3975,40ma0104_0.94683_40kc0219_-0.94683.wav,21333,26460,4.929451190020648,10.6419375
3976,025c0207_0.91447_409a0108_-0.91447.wav,5495,14763,4.175124513819276,6.1370625
3977,204c0103_2.0383_20fc010d_-2.0383.wav,16310,27231,-1.4220183250472356,7.8613125
3978,01cc0213_2.4349_029a0110_-2.4349.wav,26984,13969,4.236274172543729,10.2580625
3979,20ec0104_1.4759_01go030k_-1.4759.wav,31238,11242,2.1432088067608666,13.7791875
3980,20ga0103_2.0254_40kc0214_-2.0254.wav,10835,1085,0.4538198365488162,7.099875
3981,01kc0209_1.2945_023c0212_-1.2945.wav,18341,24083,1.8794093275795856,7.9235
3982,01ao0302_0.57666_408c0205_-0.57666.wav,20007,30673,-2.4396009032070527,11.3719375
3983,02cc0202_0.52758_026o030s_-0.52758.wav,27374,6867,2.2305508826903164,12.2324375
3984,024a0114_0.22208_20qa010t_-0.22208.wav,28382,4021,-0.0288683834273273,8.13425
3985,021o030t_0.67792_017c020g_-0.67792.wav,10636,18842,-1.701249065813215,8.14325
3986,02ec020n_1.162_206o010c_-1.162.wav,26069,22372,-2.6173436170889923,18.5675625
3987,024o0308_2.2178_20no010e_-2.2178.wav,26985,6180,5.322674531268955,11.2328125
3988,20ta0106_0.98023_20mo0105_-0.98023.wav,28473,14601,4.054694233452427,8.892125
3989,40ec020k_0.76277_01oo030n_-0.76277.wav,14679,13715,-2.701043825863321,13.3160625
3990,404o030v_2.0964_01dc020j_-2.0964.wav,5740,4161,1.989585344557708,7.5273125
3991,020c020u_0.28172_40bc020t_-0.28172.wav,31517,8549,2.68779332122977,9.283875
3992,027a0103_1.6649_401c0218_-1.6649.wav,24634,23089,5.117636691167267,13.3608125
3993,20oa010d_0.51204_018a0101_-0.51204.wav,14456,13274,5.639045908928992,8.226375
3994,20pa0109_1.6553_40jc0208_-1.6553.wav,8116,21519,-2.0535394846968664,6.3321875
3995,015o0311_0.27706_01ua010w_-0.27706.wav,23183,10042,-2.8842131644667743,10.665625
3996,20lc010m_1.4652_40bc021a_-1.4652.wav,20161,24247,0.7111891541389008,9.9461875
3997,20lo010q_0.26326_01oa010m_-0.26326.wav,7798,16147,-0.545945426052004,7.5365625
3998,40oo030y_0.25157_204a0108_-0.25157.wav,23093,27048,0.4999507914050407,10.5015625
3999,02aa0107_1.1935_20so010b_-1.1935.wav,9674,26734,-2.243051636328905,8.8955
4000,20qo010b_2.3559_01ro030s_-2.3559.wav,2057,4316,3.7769638503281016,15.7183125
4001,20ta010w_0.019858_02ca0104_-0.019858.wav,24918,4847,-2.5249634925803783,7.7260625
4002,209a010i_1.5679_20qa010i_-1.5679.wav,3503,13645,5.629750017925399,7.07175
4003,01ka010r_0.92234_023o030a_-0.92234.wav,13309,5097,5.851685843111268,10.3294375
4004,20va0114_1.3613_209a0103_-1.3613.wav,5314,26869,3.51144063960698,7.1114375
4005,20oa010x_2.1827_01to030d_-2.1827.wav,5150,24033,0.6844729750188363,6.9639375
4006,02ao030x_0.5484_01vc020i_-0.5484.wav,27595,5944,-1.709170062544784,8.6303125
4007,01da010o_1.7453_02ea0108_-1.7453.wav,1493,15404,3.0210846251644803,6.607
4008,01oo031b_1.663_01rc0209_-1.663.wav,9783,6418,4.630681976932559,14.5909375
4009,20qc0102_0.76037_40oa010m_-0.76037.wav,26396,20798,4.326831264100159,11.169625
4010,20bc010h_1.0744_40nc0217_-1.0744.wav,19823,3008,-2.4956561661889456,10.3809375
4011,20ra010l_0.29945_20po0105_-0.29945.wav,31329,11502,0.0828831953670548,7.9369375
4012,01mc0205_0.38887_020o030c_-0.38887.wav,10769,16720,-2.8992682362791884,8.910875
4013,40ha010m_0.28767_20ec0104_-0.28767.wav,30728,8329,2.340185755315927,8.2610625
4014,20po010m_0.16721_20ac010h_-0.16721.wav,27106,9175,4.710804289691723,11.3075625
4015,40oc020b_2.1747_20ra0112_-2.1747.wav,10360,31775,1.3399453538578383,11.0213125
4016,20oa010w_1.4052_20ma010w_-1.4052.wav,3457,19681,0.9588474337268827,6.526125
4017,20na010u_1.4439_20ea0113_-1.4439.wav,24868,22866,4.075752635335309,8.703375
4018,20uc0104_0.1913_207o010r_-0.1913.wav,12247,30669,-0.7578779727543554,9.70225
4019,20ka0105_0.67881_40nc0211_-0.67881.wav,6236,3230,0.7303975794937427,8.5481875
4020,029o0310_2.4695_40ec021f_-2.4695.wav,26922,18191,-1.936858231092418,13.077625
4021,40io030v_2.0902_027a010q_-2.0902.wav,13936,28354,-2.14442452589146,8.721375
4022,20da0114_1.266_20ec010f_-1.266.wav,17775,31110,-1.3240241427028103,12.3153125
4023,20do0106_0.81993_20ga010x_-0.81993.wav,18326,12210,-0.7670901565681456,6.4485
4024,40eo030h_2.1734_403c0205_-2.1734.wav,19219,15528,1.3437427827313275,9.749875
4025,408c020m_0.29341_40po0318_-0.29341.wav,25003,1467,-2.74364219915712,10.8019375
4026,20ia010b_1.4822_018a010j_-1.4822.wav,9734,27338,-1.1969852830322392,9.015375
4027,015c020n_0.79373_026c020v_-0.79373.wav,30335,18782,4.936316176029107,12.6710625
4028,011a0103_0.40261_20ua010b_-0.40261.wav,6587,15396,-2.268895758010494,6.7130625
4029,023o030d_0.92376_021o030g_-0.92376.wav,8103,3,-0.6128855726192879,7.2401875
4030,027c021b_1.0836_01ra010s_-1.0836.wav,20390,683,2.7830440317303937,7.0706875
4031,20qo010f_2.3123_017o031b_-2.3123.wav,11487,5265,-0.1892095073303084,13.487
4032,01ia0101_0.22233_017c0206_-0.22233.wav,4844,9728,5.039547157474477,6.715875
4033,01mc020n_1.1064_40fc021b_-1.1064.wav,13139,15901,3.2052389054276613,6.5795625
4034,40kc021b_1.0259_409o030o_-1.0259.wav,22276,18491,-1.7615429132549774,14.2568125
4035,01uc020d_1.2363_01qc0207_-1.2363.wav,7944,13257,5.3108895912366005,12.955875
4036,01ga0112_1.6998_40bo0305_-1.6998.wav,1158,16219,2.994937317215868,7.3563125
4037,407c021e_2.2205_20to010g_-2.2205.wav,28147,6134,5.563531620509583,10.19875
4038,014a0102_1.3882_024a010b_-1.3882.wav,27832,30174,-1.9272162967739532,8.6748125
4039,40kc020x_2.4974_409c020x_-2.4974.wav,26433,9946,2.0647354604277224,12.7773125
4040,012o030a_0.48788_01fo0318_-0.48788.wav,21941,23655,4.189221028220999,14.8178125
4041,40bo030v_1.3722_01ac021d_-1.3722.wav,21473,9163,-2.5910991709563085,6.975625
4042,20ka0110_2.36_01oo031b_-2.36.wav,19995,10739,-1.754465467127761,15.49925
4043,20ka0110_2.0393_209a010z_-2.0393.wav,28994,24674,-0.6605241096610759,9.47425
4044,01go030t_0.73103_40dc0218_-0.73103.wav,22344,28654,-2.4705326915347205,13.2865
4045,204c0103_0.83948_20ga0101_-0.83948.wav,15694,22739,-0.5183761889994103,6.5220625
4046,205c010a_0.11302_02ao030s_-0.11302.wav,10971,31103,-0.9786084531730004,14.149625
4047,01ia0114_0.59394_02ao031c_-0.59394.wav,6166,11550,2.597365264976628,11.32975
4048,029c0207_0.79137_017c0219_-0.79137.wav,15333,23148,5.628169802081324,7.9604375
4049,01io0313_1.2538_01lc021f_-1.2538.wav,20624,18805,1.9023108213245337,10.1214375
4050,20va0108_2.2357_20ma010o_-2.2357.wav,28636,183,1.7867150148682214,6.9011875
4051,024o0303_2.4203_01rc020g_-2.4203.wav,12153,26034,-1.845659139105221,14.3691875
4052,01ba0112_1.4838_40fo030p_-1.4838.wav,16672,21931,3.513138232916198,8.948375
4053,02ao0302_1.7256_01fo030s_-1.7256.wav,1747,4443,-0.0319961372699126,9.284875
4054,015c0213_0.38979_20pa0109_-0.38979.wav,21164,18854,2.7424335828584265,6.981125
4055,40eo0312_1.8121_20hc010i_-1.8121.wav,30659,19136,3.5079928337081645,15.955625
4056,028o0318_2.0999_401o030s_-2.0999.wav,28312,11227,-0.6279337642202734,13.198625
4057,018a0108_2.2344_01ga010z_-2.2344.wav,8181,4082,2.4793955247817703,7.39525
4058,022o0314_0.62783_20oa010d_-0.62783.wav,24480,19933,5.565897221603574,12.39775
4059,01co030l_1.0362_01kc0210_-1.0362.wav,17876,8834,-2.60179453335594,8.5936875
4060,40ia010a_0.16821_021o030t_-0.16821.wav,16931,11293,-1.062256650424093,7.30575
4061,018a010c_0.31971_409a010m_-0.31971.wav,15205,31842,-2.803270477147331,8.84675
4062,40pa010v_0.80661_02da010w_-0.80661.wav,55,3496,0.7332618808651685,7.8526875
4063,20bc010f_0.21328_40co031a_-0.21328.wav,2621,31562,-0.0748724326460639,9.3564375
4064,408a0101_2.1803_01ta010q_-2.1803.wav,6038,4599,1.7479553177284526,7.6564375
4065,20sa010e_1.044_01lo0319_-1.044.wav,11278,7134,0.7309030226378574,16.831375
4066,014c0202_1.6867_20lo0105_-1.6867.wav,24293,23927,4.509667645058996,13.65375
4067,205c0105_1.1948_407o030m_-1.1948.wav,8679,19116,-2.013848653187206,9.759625
4068,209c0101_1.2574_40fo0309_-1.2574.wav,1041,23153,-2.3432465713578816,9.6584375
4069,20ho0101_0.67229_02ba010a_-0.67229.wav,16230,18367,3.2465751911500504,9.9423125
4070,01ga010x_1.119_205c010h_-1.119.wav,2511,11339,-0.1183900300591429,8.005625
4071,401c020o_0.94563_20ka010h_-0.94563.wav,10872,10691,1.839047953105136,9.1476875
4072,015o0314_0.44024_20lc0108_-0.44024.wav,14884,8854,3.792162398657559,11.603625
4073,02da0105_2.0702_20na0114_-2.0702.wav,20243,21451,3.074629897892132,9.811375
4074,01kc020v_2.3888_406c021b_-2.3888.wav,11418,27077,3.997954487754176,12.167375
4075,40gc0212_2.2808_40ba010m_-2.2808.wav,19065,19652,-2.021123059580698,11.6248125
4076,40go0314_0.20363_01cc0207_-0.20363.wav,21535,11610,-0.4465709597061549,9.8340625
4077,20nc0107_0.31829_01nc020q_-0.31829.wav,10823,5454,1.8311471228407523,15.2875
4078,20ua010d_2.3304_01to0317_-2.3304.wav,18452,24054,-2.776204580034617,11.943875
4079,023c021g_0.54576_40go030w_-0.54576.wav,30184,13629,-0.762314953947278,17.3695
4080,20ca0106_0.30031_20ea010e_-0.30031.wav,14420,22567,1.5083298162189012,8.7316875
4081,01oo0308_1.3331_01zo0303_-1.3331.wav,9585,2614,5.783642602391749,10.8490625
4082,01ro0315_1.3784_20dc010j_-1.3784.wav,26958,12463,-2.81347533226016,14.1038125
4083,01ta0114_2.1606_01ca0102_-2.1606.wav,30835,13570,-2.55306562025029,8.91675
4084,01ga010x_0.2433_40ma0111_-0.2433.wav,27037,31182,-2.643778937970723,9.3745625
4085,20lo0103_0.82847_40lc020o_-0.82847.wav,25649,30012,4.90717312861205,17.7988125
4086,40co030n_1.6358_01mo0304_-1.6358.wav,19890,24609,-0.8248581854055361,13.7630625
4087,028o0311_1.3359_20da010q_-1.3359.wav,1934,25570,-2.73629029733268,12.5150625
4088,01za010o_1.9245_022a0108_-1.9245.wav,29814,1389,1.9853063898423853,7.8785625
4089,01sc020f_2.3911_015o0304_-2.3911.wav,7074,22326,-0.9971274600828828,8.0725
4090,01qa010g_0.28875_02ba010m_-0.28875.wav,2084,31915,4.075983100645892,8.343375
4091,20ba0110_1.6829_01lo031a_-1.6829.wav,15939,25742,-0.8233882448462939,14.9988125
4092,02ec020p_0.0091062_40bc021b_-0.0091062.wav,13733,18041,0.6587576506669444,12.327125
4093,020c020p_1.4793_01fo030d_-1.4793.wav,24900,17589,1.6337408023594175,11.356125
4094,408a010x_1.8163_40bo030i_-1.8163.wav,26760,26865,-1.757568666643287,11.673125
4095,20ga010p_1.3606_01jc0206_-1.3606.wav,28258,21938,0.8070054729702445,8.2521875
4096,01da010g_1.8299_403o030x_-1.8299.wav,19935,8906,-0.4376186322824109,11.5505
4097,20po0101_1.641_01ro030v_-1.641.wav,9546,12997,5.814546042553038,13.52775
4098,40ao030a_1.1334_024a010u_-1.1334.wav,26264,3657,1.0933644344076248,10.91575
4099,01qa010u_1.5459_02co0319_-1.5459.wav,14124,17263,2.579915795457633,9.9981875
4100,20cc010g_0.91422_40co0316_-0.91422.wav,8995,5735,2.6446188780340174,10.4195625
4101,02ec020o_1.6941_027a0103_-1.6941.wav,23659,638,2.864627045062904,8.6620625
4102,209o0105_2.0908_01lo031c_-2.0908.wav,22154,4053,-2.862652694652452,8.7379375
4103,40ha010v_0.2833_02da0104_-0.2833.wav,18961,31084,-1.638123938605107,10.45475
4104,017c020b_1.4918_019a0106_-1.4918.wav,10969,4259,4.30951147496651,8.4769375
4105,20va0105_1.6618_01xc020z_-1.6618.wav,29852,11085,-0.0243633237956131,7.7785625
4106,40la0109_0.9788_407c0201_-0.9788.wav,9248,28364,2.495480933129796,9.2005625
4107,20ho010d_0.28288_01zc0215_-0.28288.wav,30094,9222,0.2697993616168448,11.4584375
4108,01ic020u_1.5122_40oc020a_-1.5122.wav,30551,24515,0.6523642884830094,11.372125
4109,01ca010r_1.4062_025c020b_-1.4062.wav,4168,23724,3.0014710428628817,11.047125
4110,020o030o_1.6645_204o010k_-1.6645.wav,4752,5883,-0.4051591414364299,6.3859375
4111,01so0307_1.6333_40lo0302_-1.6333.wav,2157,9049,-1.9593730707685664,10.375375
4112,40oc020p_0.88157_20ta0111_-0.88157.wav,21795,23026,-2.762364617446839,8.0613125
4113,20va0103_1.8527_014o031a_-1.8527.wav,19848,9895,0.6170458714020812,13.0158125
4114,404c020c_1.9436_20na010o_-1.9436.wav,15313,25682,2.225931899291327,7.5421875
4115,01oc020r_1.7609_20hc010c_-1.7609.wav,17992,28302,3.883985529760048,11.4598125
4116,016o0307_1.8542_40po030p_-1.8542.wav,21531,11615,-1.436871254835582,7.5085
4117,02ba0112_0.66922_20ia010v_-0.66922.wav,5595,15845,3.559762446773622,7.4118125
4118,407c021h_0.47158_401o0308_-0.47158.wav,30323,16665,3.5655867581987764,12.928625
4119,20ho010b_1.8584_01vo030x_-1.8584.wav,3128,15223,5.7552945402,11.8568125
4120,407o030j_0.52722_01lo030j_-0.52722.wav,5795,3908,2.139521895133213,15.31525
4121,40ic0212_1.4507_40hc0201_-1.4507.wav,30650,14202,4.270978713118662,8.4036875
4122,029o030y_1.9821_011o030i_-1.9821.wav,22713,16235,0.0798456628994421,17.498875
4123,407c020y_2.1929_01eo031b_-2.1929.wav,9479,5144,-1.2652499237005237,12.0258125
4124,40ec021c_0.43214_207a0104_-0.43214.wav,29793,3345,0.5358534795214527,13.0200625
4125,403c0203_0.47131_20aa0110_-0.47131.wav,11018,10453,-1.1827133247868609,6.5219375
4126,40mo031a_2.2281_02aa0114_-2.2281.wav,2259,6640,0.1482571978956808,12.693375
4127,40la010w_1.8852_20ac010c_-1.8852.wav,25441,27126,1.3321491492652742,14.1054375
4128,40oo030c_0.71765_20jc010a_-0.71765.wav,7258,2573,3.001699647498107,6.72
4129,403c0203_1.2484_40fc0215_-1.2484.wav,9586,16045,-2.3968311767543384,6.436625
4130,01fa0106_0.60696_021c020t_-0.60696.wav,5944,8106,1.46098009096207,8.8761875
4131,20dc0106_1.0346_01oo031c_-1.0346.wav,24301,16935,0.3536765811454248,6.7653125
4132,01ea010y_1.053_207o0103_-1.053.wav,4336,6011,2.5253047109251927,12.2266875
4133,40no0301_0.95383_01ya0114_-0.95383.wav,24664,7990,3.893760547539467,8.1604375
4134,40jc020h_1.8302_40ga010x_-1.8302.wav,4556,23605,0.685131265631648,12.1479375
4135,40eo031a_0.92034_40oc020i_-0.92034.wav,23739,9731,0.0973800773806137,9.359375
4136,02co0307_0.99929_20aa0108_-0.99929.wav,1632,28547,1.5178795982778317,10.422375
4137,20ma0102_0.56513_20ro0102_-0.56513.wav,11139,14033,0.8926953555682573,14.85325
4138,01oo030t_2.1867_40fa0112_-2.1867.wav,10310,19026,3.7861666705915056,13.5008125
4139,40la010i_0.46624_20lo010q_-0.46624.wav,23577,24300,-1.649523001012593,10.7406875
4140,021o030d_1.4493_01xo0315_-1.4493.wav,19021,24437,-2.6351627662528365,11.8450625
4141,024c020g_1.3273_40dc0208_-1.3273.wav,20004,301,-2.0416505093182904,10.8311875
4142,025a0113_0.30733_012c0216_-0.30733.wav,18093,9742,0.3346287281719942,7.3633125
4143,20la010c_2.3878_205c010o_-2.3878.wav,23707,24111,1.0126316771793349,9.068625
4144,40ao030e_1.2802_01ja010n_-1.2802.wav,19055,15187,4.089744234996191,11.6670625
4145,01vo031b_2.3202_20mc010c_-2.3202.wav,6066,13012,1.3315298594881666,12.1338125
4146,20pc010a_2.2187_40da0105_-2.2187.wav,22321,4587,-2.4793315993805134,9.10175
4147,40jo0317_1.1109_40kc0209_-1.1109.wav,15825,4071,1.515789859985861,10.2759375
4148,01jo031a_2.1829_027a0109_-2.1829.wav,20529,16053,-0.0444088187136193,7.943375
4149,209o0103_0.098209_01ja010z_-0.098209.wav,29401,8237,3.776698981559501,10.872375
4150,20ia0108_2.0794_40ko0305_-2.0794.wav,688,28708,-0.2776283034437035,11.2701875
4151,20ua010b_0.99951_028c020v_-0.99951.wav,31148,10157,-1.1042600918689771,6.7415625
4152,024a010q_1.9708_01va010m_-1.9708.wav,16144,4935,4.405736773493317,7.7049375
4153,403c020a_1.5622_20ga0112_-1.5622.wav,16150,13959,1.560387060033217,5.8818125
4154,01kc020i_1.5296_01jc0213_-1.5296.wav,3258,1117,-2.810234012337892,12.4189375
4155,019a010u_0.97641_025c021f_-0.97641.wav,19227,14142,-2.734934234871291,14.020875
4156,40oa010n_1.4186_02aa010w_-1.4186.wav,3005,31028,0.5219702991008779,8.2184375
4157,026a0110_1.2643_01oa010x_-1.2643.wav,1863,5884,2.961329114570983,6.6046875
4158,40no030s_1.3271_20sc0104_-1.3271.wav,12184,21555,-2.0065890463014617,10.7086875
4159,018c0212_1.606_01mo0304_-1.606.wav,13522,15445,0.1115456565784001,12.7923125
4160,01ea010v_0.743_20bc0104_-0.743.wav,28750,29061,2.823025898407381,11.0531875
4161,028c020e_2.1989_01rc0209_-2.1989.wav,3901,31259,-2.025970879656862,11.4839375
4162,017a010c_0.025546_40no0311_-0.025546.wav,2521,24679,3.5885938008361853,13.8620625
4163,40dc021a_0.80369_407a010i_-0.80369.wav,24292,30202,2.4658672178981007,10.382875
4164,01mc020x_2.2336_01dc0215_-2.2336.wav,10461,3886,1.1314944586727087,11.209875
4165,022a010c_2.1411_02aa010i_-2.1411.wav,27419,18573,-0.2016371910884014,8.664875
4166,20nc0109_0.68292_408o0316_-0.68292.wav,3130,15793,-0.6043383913568694,9.584375
4167,40ja010k_1.406_407c020n_-1.406.wav,16766,26641,-2.5648551969746136,12.444625
4168,20qa010d_0.16309_01cc021c_-0.16309.wav,9754,12591,5.393595580391086,7.60675
4169,01sc0202_0.38848_20ra010v_-0.38848.wav,3434,12784,-1.1180158310276744,5.753625
4170,021c020p_1.0365_20fc010q_-1.0365.wav,25464,22233,-2.753870059940111,6.9810625
4171,025c020b_1.3512_015o0315_-1.3512.wav,19549,25901,2.566093599701211,12.1445
4172,025c020m_0.23321_40ko030f_-0.23321.wav,18679,5806,1.23198298989941,8.6769375
4173,012a010y_2.2748_20ha010b_-2.2748.wav,9445,19266,2.7566525145604484,7.130125
4174,02bc0219_1.5022_01gc020e_-1.5022.wav,11194,6175,1.6151034835564353,9.43975
4175,20ua0105_1.9978_401a010m_-1.9978.wav,18424,1851,1.0902918336894487,7.3178125
4176,027o0305_1.8445_020o0319_-1.8445.wav,14627,18894,-1.3683635388520066,17.2313125
4177,20la010e_1.2049_01za010c_-1.2049.wav,5896,7787,-0.3689377773949904,7.2151875
4178,01rc021d_0.22998_40dc020o_-0.22998.wav,20466,27345,1.6745252264706432,10.44375
4179,20fc0107_1.2788_20uo010d_-1.2788.wav,19822,30977,-0.3790935822988257,12.5549375
4180,20ic010m_0.049097_01yc021b_-0.049097.wav,4898,21148,3.849822871708107,13.7643125
4181,01pa010a_1.2641_403a0114_-1.2641.wav,9632,22006,5.502252829964323,7.2096875
4182,40jo030u_1.9512_02ca0107_-1.9512.wav,17310,21063,-1.733588821629018,13.720125
4183,20va010d_0.85304_40ga010y_-0.85304.wav,20287,24806,5.751174333437698,9.9879375
4184,01qc020g_1.9209_01so0315_-1.9209.wav,27245,25157,4.900425685579342,12.5860625
4185,01pc020t_1.6873_40fa010m_-1.6873.wav,19720,12315,1.881575102282941,7.90525
4186,209c010m_1.217_20no0103_-1.217.wav,29718,21881,-2.575267446266216,12.8449375
4187,012a010c_2.2541_20ea010q_-2.2541.wav,31135,2335,-0.1875738442572592,7.711875
4188,20sc010l_1.3459_011c020y_-1.3459.wav,26833,4566,0.6937302183941436,7.4224375
4189,207o0106_0.76194_20uo0106_-0.76194.wav,14562,7496,-1.9766627484027608,10.858625
4190,40hc0204_0.64465_408o0303_-0.64465.wav,7810,18723,1.7474940673965644,8.6454375
4191,408c021h_0.98651_01ga010m_-0.98651.wav,15750,28152,4.84813183279884,7.506625
4192,406a010c_1.2733_027c020z_-1.2733.wav,5488,27111,0.3348418085459688,9.437375
4193,40aa0108_2.3603_409a010d_-2.3603.wav,19886,25332,5.183457396806126,8.3473125
4194,01eo030t_1.3265_026o030t_-1.3265.wav,16009,24563,2.3119297685498026,10.854625
4195,01pa0113_1.8154_20gc0101_-1.8154.wav,30744,7730,1.179925420588401,10.244625
4196,20oa0111_0.59968_01aa010i_-0.59968.wav,6547,5921,-0.4794454157991192,7.661
4197,016a010d_1.9388_024a010z_-1.9388.wav,8460,16874,3.907687425293536,7.4821875
