,spk1,spk1_fid,spk1_path,spk2,spk2_fid,spk2_path,noise_type,noise_db,noise_path,mixture_path
522,47M,si656,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si656.wav,05F,sx143,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/sx143.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/47M/straightcam/si656.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_si656_05F_sx143.wav
523,47M,si736,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si736.wav,16M,sx188,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx188.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/47M/straightcam/si736.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_si736_16M_sx188.wav
524,47M,si832,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si832.wav,17F,sx111,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/sx111.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/47M/straightcam/si832.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_si832_17F_sx111.wav
525,47M,si835,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si835.wav,04M,sx318,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sx318.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/47M/straightcam/si835.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_si835_04M_sx318.wav
526,47M,si918,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si918.wav,20M,si1143,/project/pi_mfiterau_umass_edu/TCD_TIMIT/20M/straightcam/si1143.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/47M/straightcam/si918.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_si918_20M_si1143.wav
527,47M,si963,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si963.wav,17F,sx16,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/sx16.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/47M/straightcam/si963.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_si963_17F_sx16.wav
528,47M,sx105,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx105.wav,19M,si933,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/si933.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/47M/straightcam/sx105.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx105_19M_si933.wav
529,47M,sx106,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx106.wav,32F,si1910,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/si1910.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/47M/straightcam/sx106.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx106_32F_si1910.wav
530,47M,sx107,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx107.wav,51F,sx32,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/sx32.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/47M/straightcam/sx107.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx107_51F_sx32.wav
531,47M,sx108,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx108.wav,37F,sx440,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx440.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/47M/straightcam/sx108.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx108_37F_sx440.wav
532,47M,sx109,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx109.wav,04M,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sa1.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/47M/straightcam/sx109.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx109_04M_sa1.wav
533,47M,sx110,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx110.wav,52M,si2312,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si2312.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/47M/straightcam/sx110.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx110_52M_si2312.wav
534,47M,sx112,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx112.wav,38F,si1895,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/si1895.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/47M/straightcam/sx112.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx112_38F_si1895.wav
535,47M,sx113,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx113.wav,16M,sx189,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx189.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/47M/straightcam/sx113.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx113_16M_sx189.wav
536,47M,sx115,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx115.wav,43F,si2134,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/si2134.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/47M/straightcam/sx115.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx115_43F_si2134.wav
537,47M,sx131,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx131.wav,52M,sx235,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/sx235.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/47M/straightcam/sx131.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx131_52M_sx235.wav
538,47M,sx15,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx15.wav,01M,si1178,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1178.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/47M/straightcam/sx15.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx15_01M_si1178.wav
539,47M,sx153,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx153.wav,22M,si1432,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/si1432.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/47M/straightcam/sx153.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx153_22M_si1432.wav
540,47M,sx16,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx16.wav,57M,sx380,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/sx380.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/47M/straightcam/sx16.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx16_57M_sx380.wav
541,47M,sx17,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx17.wav,19M,sx40,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/sx40.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/47M/straightcam/sx17.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx17_19M_sx40.wav
542,47M,sx170,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx170.wav,11F,sx221,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/sx221.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/47M/straightcam/sx170.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx170_11F_sx221.wav
543,47M,sx18,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx18.wav,14M,sx440,/project/pi_mfiterau_umass_edu/TCD_TIMIT/14M/straightcam/sx440.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/47M/straightcam/sx18.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx18_14M_sx440.wav
544,47M,sx19,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx19.wav,43F,si1863,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/si1863.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/47M/straightcam/sx19.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx19_43F_si1863.wav
545,47M,sx195,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx195.wav,03F,si1071,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/si1071.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/47M/straightcam/sx195.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx195_03F_si1071.wav
546,47M,sx197,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx197.wav,23M,sx195,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sx195.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/47M/straightcam/sx197.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx197_23M_sx195.wav
547,47M,sx198,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx198.wav,59F,sx339,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/sx339.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/47M/straightcam/sx198.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx198_59F_sx339.wav
548,47M,sx199,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx199.wav,32F,si1961,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/si1961.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/47M/straightcam/sx199.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx199_32F_si1961.wav
549,47M,sx20,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx20.wav,37F,si1072,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si1072.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/47M/straightcam/sx20.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx20_37F_si1072.wav
550,47M,sx200,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx200.wav,26M,si1032,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/si1032.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/47M/straightcam/sx200.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx200_26M_si1032.wav
551,47M,sx203,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx203.wav,01M,si1266,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1266.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/47M/straightcam/sx203.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx203_01M_si1266.wav
552,47M,sx205,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx205.wav,16M,sx9,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx9.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/47M/straightcam/sx205.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx205_16M_sx9.wav
553,47M,sx206,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx206.wav,42M,si681,/project/pi_mfiterau_umass_edu/TCD_TIMIT/42M/straightcam/si681.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/47M/straightcam/sx206.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx206_42M_si681.wav
554,47M,sx22,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx22.wav,46F,si2073,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si2073.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/47M/straightcam/sx22.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx22_46F_si2073.wav
555,47M,sx221,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx221.wav,30F,si896,/project/pi_mfiterau_umass_edu/TCD_TIMIT/30F/straightcam/si896.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/47M/straightcam/sx221.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx221_30F_si896.wav
556,47M,sx23,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx23.wav,11F,sx37,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/sx37.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/47M/straightcam/sx23.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx23_11F_sx37.wav
557,47M,sx24,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx24.wav,31F,si2247,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/si2247.wav,LR,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/0/volunteers/47M/straightcam/sx24.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx24_31F_si2247.wav
558,47M,sx243,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx243.wav,26M,sx126,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/sx126.wav,LR,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/0/volunteers/47M/straightcam/sx243.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx243_26M_sx126.wav
559,47M,sx25,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx25.wav,38F,sx451,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx451.wav,Babble,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/5/volunteers/47M/straightcam/sx25.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx25_38F_sx451.wav
560,47M,sx26,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx26.wav,22M,si1700,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/si1700.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/47M/straightcam/sx26.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx26_22M_si1700.wav
561,47M,sx27,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx27.wav,21M,sx435,/project/pi_mfiterau_umass_edu/TCD_TIMIT/21M/straightcam/sx435.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/47M/straightcam/sx27.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx27_21M_sx435.wav
562,47M,sx285,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx285.wav,05F,si951,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/si951.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/47M/straightcam/sx285.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx285_05F_si951.wav
563,47M,sx286,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx286.wav,37F,sx440,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx440.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/47M/straightcam/sx286.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx286_37F_sx440.wav
564,47M,sx287,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx287.wav,24M,sx193,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx193.wav,Car,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/20/volunteers/47M/straightcam/sx287.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx287_24M_sx193.wav
565,47M,sx288,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx288.wav,31F,si2076,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/si2076.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/47M/straightcam/sx288.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx288_31F_si2076.wav
566,47M,sx289,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx289.wav,11F,sx124,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/sx124.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/47M/straightcam/sx289.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx289_11F_sx124.wav
567,47M,sx290,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx290.wav,07F,si1973,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si1973.wav,Babble,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/5/volunteers/47M/straightcam/sx290.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx290_07F_si1973.wav
568,47M,sx292,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx292.wav,40F,sx203,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/sx203.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/47M/straightcam/sx292.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx292_40F_sx203.wav
569,47M,sx293,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx293.wav,20M,si779,/project/pi_mfiterau_umass_edu/TCD_TIMIT/20M/straightcam/si779.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/47M/straightcam/sx293.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx293_20M_si779.wav
570,47M,sx295,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx295.wav,07F,si709,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si709.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/47M/straightcam/sx295.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx295_07F_si709.wav
571,47M,sx296,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx296.wav,46F,si1750,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1750.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/47M/straightcam/sx296.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx296_46F_si1750.wav
572,47M,sx352,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx352.wav,38F,sx366,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx366.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/47M/straightcam/sx352.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx352_38F_sx366.wav
573,47M,sx375,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx375.wav,24M,sx284,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx284.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/47M/straightcam/sx375.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx375_24M_sx284.wav
574,47M,sx376,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx376.wav,43F,si1504,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/si1504.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/47M/straightcam/sx376.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx376_43F_si1504.wav
575,47M,sx377,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx377.wav,03F,sx298,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/sx298.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/47M/straightcam/sx377.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx377_03F_sx298.wav
576,47M,sx378,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx378.wav,10M,sx113,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/sx113.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/47M/straightcam/sx378.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx378_10M_sx113.wav
577,47M,sx379,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx379.wav,22M,si1344,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/si1344.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/47M/straightcam/sx379.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx379_22M_si1344.wav
578,47M,sx380,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx380.wav,40F,sx300,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/sx300.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/47M/straightcam/sx380.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx380_40F_sx300.wav
579,47M,sx382,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx382.wav,02M,sx257,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx257.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/47M/straightcam/sx382.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx382_02M_sx257.wav
580,47M,sx383,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx383.wav,46F,si1991,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1991.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/47M/straightcam/sx383.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx383_46F_si1991.wav
581,47M,sx385,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx385.wav,17F,sx377,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/sx377.wav,Babble,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/5/volunteers/47M/straightcam/sx385.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx385_17F_sx377.wav
582,47M,sx386,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx386.wav,16M,sx96,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx96.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/47M/straightcam/sx386.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx386_16M_sx96.wav
583,47M,sx401,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx401.wav,59F,sx248,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/sx248.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/47M/straightcam/sx401.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx401_59F_sx248.wav
584,47M,sx41,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx41.wav,31F,sx193,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/sx193.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/47M/straightcam/sx41.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/47M_sx41_31F_sx193.wav
